        CG/HBCS        CG/ScaleStar
1        39.02        0.10
2        41.84        0.03
3        27.10        7.03
4        13.71        16.51
5        0.29        22.43
6        1.38        26.50
7        3.55        29.47
8        4.81        31.75
9        5.51        33.51
10        6.31        34.98
11        6.99        36.19
12        7.52        37.18
13        7.82        38.03
14        7.83        38.74
15        8.26        39.40
16        8.57        39.98
17        8.70        40.49
18        8.93        40.94
19        9.04        41.35
20        0.00        41.70
