        CG/HBCS        CG/ScaleStar
1        40.96        0.10
2        41.31        0.00
3        30.63        9.90
4        2.08        19.08
5        0.12        24.71
6        2.33        28.45
7        3.53        31.14
8        4.53        33.18
9        5.30        34.79
10        6.11        36.13
11        6.47        37.21
12        6.79        38.11
13        7.15        38.94
14        7.62        39.60
15        7.91        40.18
16        8.04        40.70
17        8.20        41.15
18        8.35        41.55
19        8.49        41.93
20        0.00        42.26
