        CG/HBCS        CG/ScaleStar
1        31.85        -0.02
2        34.56        0.08
3        27.06        0.10
4        9.86        -0.90
5        7.58        7.66
6        0.77        14.06
7        2.60        18.04
8        5.23        21.98
9        5.79        24.79
10        6.38        26.81
11        7.81        28.84
12        8.74        30.35
13        9.43        31.64
14        10.43        32.86
15        11.04        33.85
16        11.16        34.65
17        11.68        35.53
18        11.84        36.20
19        11.91        36.87
20        0.00        37.46
