        CG/HBCS        CG/ScaleStar
1        29.40        -2.38
2        33.52        0.26
3        33.32        -0.09
4        20.85        0.10
5        2.52        1.63
6        0.55        8.05
7        1.40        13.56
8        3.24        17.31
9        5.83        20.76
10        7.14        23.12
11        8.92        25.42
12        9.69        27.09
13        10.55        28.80
14        11.00        30.11
15        11.24        31.30
16        11.61        32.24
17        11.92        33.21
18        12.57        34.05
19        13.18        34.77
20        0.00        35.46
