        CG/HBCS        CG/ScaleStar
1        38.60        0.07
2        41.91        0.00
3        28.23        7.12
4        14.29        16.59
5        0.24        22.47
6        1.51        26.53
7        3.32        29.48
8        4.80        31.74
9        5.64        33.54
10        6.17        34.99
11        6.83        36.18
12        7.24        37.16
13        7.72        38.02
14        7.90        38.75
15        8.22        39.40
16        8.54        39.99
17        8.75        40.50
18        8.71        40.94
19        8.90        41.34
20        0.00        41.68
