        CG/HBCS        CG/ScaleStar
1        39.89        0.08
2        40.56        0.06
3        27.10        8.90
4        8.18        17.80
5        -0.07        23.49
6        1.91        27.42
7        3.76        30.39
8        4.80        32.58
9        5.48        34.26
10        6.13        35.68
11        6.88        36.79
12        7.13        37.72
13        7.41        38.50
14        7.89        39.20
15        8.03        39.83
16        8.17        40.35
17        8.41        40.85
18        8.60        41.28
19        8.77        41.67
20        0.00        42.00
