        CG/HBCS        CG/ScaleStar
1        33.18        0.04
2        33.61        0.15
3        24.62        0.09
4        13.32        -1.15
5        8.97        7.51
6        0.91        14.01
7        2.56        18.01
8        5.40        21.92
9        6.56        24.74
10        6.78        26.76
11        7.91        28.78
12        8.67        30.28
13        9.48        31.64
14        9.76        32.85
15        10.59        33.77
16        11.21        34.68
17        11.92        35.53
18        12.04        36.19
19        12.24        36.88
20        12.45        37.43
