        CG/HBCS        CG/ScaleStar
1        39.01        0.09
2        41.20        0.01
3        26.70        6.99
4        11.74        16.42
5        0.32        22.29
6        1.60        26.37
7        3.37        29.37
8        4.85        31.69
9        5.58        33.45
10        6.20        34.93
11        6.98        36.14
12        7.41        37.11
13        7.87        37.97
14        8.03        38.68
15        8.30        39.34
16        8.39        39.91
17        8.52        40.41
18        8.77        40.88
19        9.07        41.28
20        0.00        41.63
