        CG/HBCS        CG/ScaleStar
1        38.62        0.07
2        40.67        0.04
3        28.19        6.92
4        12.08        16.47
5        0.43        22.28
6        1.54        26.41
7        3.44        29.33
8        4.78        31.69
9        5.64        33.46
10        6.27        34.91
11        6.89        36.06
12        7.30        37.05
13        7.75        37.94
14        7.75        38.66
15        8.26        39.30
16        8.67        39.88
17        8.60        40.40
18        8.77        40.85
19        8.98        41.26
20        0.00        41.60
