        CG/HBCS        CG/ScaleStar
1        24.67        1.30
2        28.08        -0.07
3        34.00        0.12
4        24.86        0.18
5        8.01        0.14
6        0.80        4.24
7        2.38        9.49
8        4.12        14.30
9        4.70        17.35
10        6.23        20.60
11        8.40        22.76
12        9.70        24.96
13        10.64        26.55
14        11.52        28.14
15        11.62        29.28
16        12.84        30.53
17        13.05        31.46
18        13.83        32.43
19        13.68        33.23
20        0.00        34.00
