        CG/HBCS        CG/ScaleStar
1        33.30        0.05
2        33.78        0.17
3        25.38        0.08
4        8.23        -0.30
5        6.71        7.89
6        0.57        14.12
7        3.08        18.31
8        5.37        22.02
9        6.45        24.87
10        7.24        26.95
11        7.76        28.88
12        8.79        30.36
13        9.79        31.74
14        10.61        32.93
15        11.04        33.83
16        11.31        34.75
17        11.76        35.57
18        11.85        36.27
19        12.05        36.93
20        0.00        37.50
