        CG/HBCS        CG/ScaleStar
1        33.26        0.03
2        36.64        0.01
3        28.40        0.29
4        18.50        4.79
5        0.20        13.03
6        1.77        18.08
7        3.15        22.21
8        4.67        25.36
9        6.27        27.70
10        7.46        29.64
11        7.68        31.31
12        8.73        32.68
13        8.93        33.78
14        9.61        34.83
15        10.05        35.74
16        10.53        36.52
17        10.81        37.17
18        10.97        37.80
19        11.35        38.37
20        0.00        38.88
