        CG/HBCS        CG/ScaleStar
1        33.65        0.13
2        38.90        -0.15
3        30.62        -1.65
4        7.34        9.10
5        1.96        16.46
6        1.06        21.61
7        3.30        25.21
8        4.91        27.94
9        6.02        30.02
10        6.62        31.74
11        7.63        33.22
12        8.18        34.47
13        8.93        35.55
14        9.22        36.43
15        9.45        37.18
16        9.60        37.86
17        9.76        38.48
18        10.13        39.03
19        10.14        39.55
20        0.00        39.97
