        CG/HBCS        CG/ScaleStar
1        20.73        -4.16
2        28.46        0.18
3        34.39        0.08
4        27.50        0.03
5        4.08        -0.57
6        0.50        4.32
7        1.95        9.87
8        4.12        14.41
9        5.43        17.63
10        6.37        20.66
11        8.01        22.74
12        9.40        25.06
13        10.57        26.60
14        11.71        28.23
15        12.67        29.39
16        13.33        30.58
17        13.13        31.49
18        13.68        32.44
19        13.48        33.27
20        0.00        34.03
