        CG/HBCS        CG/ScaleStar
1        13.95        0.18
2        20.09        -0.10
3        15.79        -0.24
4        14.43        0.49
5        8.55        -0.12
6        7.73        0.27
7        1.70        0.27
8        0.58        0.28
9        1.34        4.95
10        3.25        8.32
11        7.03        11.90
12        9.16        14.94
13        10.00        16.98
14        11.86        19.34
15        12.54        21.30
16        12.88        22.53
17        13.74        24.14
18        14.17        25.48
19        15.03        26.57
20        0.00        27.75
