        CG/HBCS        CG/ScaleStar
1        20.49        -5.42
2        31.61        0.08
3        30.71        1.14
4        24.80        0.11
5        6.28        -0.07
6        0.21        4.33
7        1.73        9.24
8        4.43        14.38
9        4.02        17.44
10        6.80        20.76
11        7.97        22.79
12        9.59        25.06
13        10.52        26.61
14        11.19        28.23
15        11.83        29.36
16        12.54        30.62
17        12.71        31.57
18        13.52        32.54
19        13.73        33.31
20        0.00        34.11
