        CG/HBCS        CG/ScaleStar
1        32.19        0.06
2        35.18        0.26
3        29.07        0.07
4        21.18        4.92
5        0.03        13.04
6        1.31        17.99
7        3.20        22.22
8        4.67        25.34
9        6.31        27.73
10        7.41        29.55
11        8.23        31.22
12        8.75        32.68
13        9.13        33.73
14        9.38        34.83
15        9.97        35.69
16        10.42        36.50
17        10.73        37.17
18        10.81        37.78
19        11.11        38.34
20        0.00        38.86
