        CG/HBCS        CG/ScaleStar
1        41.77        0.18
2        40.72        0.06
3        29.82        10.06
4        1.65        19.11
5        0.17        24.76
6        2.12        28.42
7        3.49        31.08
8        4.37        33.16
9        5.53        34.80
10        6.24        36.15
11        6.64        37.20
12        6.88        38.15
13        7.45        38.96
14        7.59        39.60
15        7.98        40.18
16        7.93        40.70
17        8.12        41.15
18        8.09        41.56
19        8.23        41.94
20        0.00        42.25
