        CG/HBCS        CG/ScaleStar
1        32.90        0.02
2        36.51        0.47
3        27.98        0.06
4        18.80        4.86
5        0.57        12.95
6        1.63        18.07
7        2.36        22.24
8        4.45        25.35
9        5.97        27.67
10        7.19        29.63
11        8.48        31.31
12        8.63        32.69
13        9.11        33.80
14        9.72        34.84
15        10.27        35.74
16        10.69        36.52
17        11.04        37.19
18        11.14        37.80
19        11.06        38.36
20        0.00        38.88
