        CG/HBCS        CG/ScaleStar
1        40.45        0.23
2        40.12        -0.38
3        30.98        9.75
4        7.15        19.05
5        0.20        24.85
6        2.27        28.54
7        3.39        31.26
8        4.29        33.25
9        5.62        34.91
10        6.16        36.25
11        6.38        37.32
12        7.05        38.25
13        7.49        39.06
14        7.64        39.72
15        8.03        40.28
16        7.78        40.79
17        8.01        41.23
18        8.12        41.66
19        8.18        42.03
20        0.00        42.36
