        CG/HBCS        CG/ScaleStar
1        0.00        0.00
2        0.00        0.00
3        0.00        0.00
4        10.69        0.00
5        9.95        0.00
6        5.40        0.00
7        0.00        0.00
8        0.00        0.00
9        36.34        0.00
10        13.84        0.00
11        6.08        0.00
12        22.99        0.00
13        9.91        0.00
14        -1.04        -1.04
15        0.00        0.00
16        0.55        2.65
17        2.71        4.76
18        5.39        7.38
19        8.09        10.03
20        0.00        12.14
