        CG/HBCS        CG/ScaleStar
1        38.93        0.10
2        40.65        0.04
3        26.61        7.15
4        15.33        16.72
5        0.27        22.55
6        1.57        26.63
7        3.51        29.59
8        4.80        31.85
9        5.37        33.61
10        6.23        35.09
11        6.90        36.27
12        7.27        37.24
13        7.60        38.11
14        7.86        38.81
15        8.26        39.47
16        8.58        40.03
17        8.86        40.55
18        8.84        41.00
19        9.00        41.40
20        0.00        41.74
