        CG/HBCS        CG/ScaleStar
1        36.95        0.09
2        41.09        0.05
3        26.11        5.15
4        14.61        15.04
5        0.36        21.20
6        1.98        25.46
7        3.42        28.56
8        4.86        30.92
9        5.82        32.77
10        6.49        34.29
11        7.19        35.54
12        7.72        36.58
13        7.90        37.47
14        8.35        38.24
15        8.70        38.90
16        8.90        39.50
17        9.00        40.02
18        9.21        40.48
19        9.27        40.92
20        0.00        41.28
