        CG/HBCS        CG/ScaleStar
1        34.79        0.27
2        41.16        0.02
3        30.30        3.33
4        8.96        13.48
5        0.63        19.98
6        1.76        24.24
7        3.13        27.49
8        4.45        29.92
9        5.51        31.85
10        6.44        33.54
11        7.16        34.83
12        7.47        36.00
13        7.97        36.90
14        8.56        37.70
15        8.89        38.43
16        9.10        39.05
17        9.11        39.59
18        9.44        40.10
19        9.69        40.57
20        0.00        40.95
