        CG/HBCS        CG/ScaleStar
1        33.27        0.09
2        34.61        0.39
3        25.53        0.04
4        5.27        -0.20
5        8.53        7.49
6        0.53        13.89
7        2.56        17.94
8        5.00        21.83
9        6.51        24.66
10        7.09        26.72
11        8.13        28.68
12        8.98        30.26
13        9.92        31.56
14        10.58        32.73
15        10.83        33.65
16        11.00        34.57
17        11.89        35.38
18        11.75        36.07
19        11.97        36.76
20        0.00        37.34
