        CG/HBCS        CG/ScaleStar
1        32.56        0.05
2        34.65        0.27
3        25.41        -0.06
4        12.50        -0.70
5        12.28        7.66
6        0.40        13.95
7        2.86        17.98
8        5.03        21.83
9        6.46        24.71
10        7.11        26.77
11        7.82        28.74
12        8.73        30.24
13        9.68        31.57
14        10.32        32.77
15        10.78        33.75
16        11.21        34.63
17        11.17        35.46
18        11.59        36.12
19        11.79        36.80
20        0.00        37.35
