        CG/HBCS        CG/ScaleStar
1        35.01        0.05
2        41.42        0.04
3        29.85        3.38
4        13.20        13.58
5        0.29        20.08
6        2.16        24.40
7        3.54        27.57
8        4.41        30.02
9        5.66        31.95
10        6.20        33.55
11        6.89        34.85
12        7.60        35.96
13        8.10        36.92
14        8.78        37.71
15        9.07        38.42
16        9.16        39.06
17        9.30        39.60
18        9.34        40.11
19        9.60        40.58
20        9.68        40.95
