        CG/HBCS        CG/ScaleStar
1        33.52        0.13
2        39.02        -0.08
3        31.19        1.43
4        4.45        11.54
5        0.15        18.07
6        1.55        22.85
7        3.62        26.35
8        4.91        29.06
9        5.54        31.09
10        6.64        32.81
11        7.28        34.17
12        7.90        35.26
13        8.46        36.25
14        8.66        37.10
15        9.22        37.85
16        9.29        38.50
17        9.68        39.09
18        9.71        39.61
19        9.89        40.09
20        0.00        40.51
