        CG/HBCS        CG/ScaleStar
1        37.28        0.20
2        42.21        0.07
3        27.32        5.39
4        11.42        15.26
5        0.13        21.43
6        1.97        25.68
7        3.05        28.75
8        4.58        31.09
9        5.78        32.96
10        6.65        34.46
11        7.10        35.70
12        7.40        36.76
13        7.88        37.61
14        8.30        38.38
15        8.39        39.05
16        8.50        39.65
17        8.87        40.16
18        9.10        40.63
19        9.40        41.07
20        0.00        41.41
