        CG/HBCS        CG/ScaleStar
1        33.00        0.10
2        34.63        0.41
3        26.65        -0.03
4        8.97        -0.78
5        8.51        7.77
6        0.92        14.05
7        2.58        18.17
8        4.89        21.98
9        6.21        24.86
10        7.21        26.89
11        8.10        28.84
12        8.93        30.37
13        9.73        31.70
14        10.66        32.89
15        10.97        33.77
16        11.43        34.72
17        11.48        35.56
18        11.92        36.22
19        12.02        36.90
20        0.00        37.47
