        CG/HBCS        CG/ScaleStar
1        34.20        0.11
2        40.14        0.08
3        31.59        1.50
4        4.92        11.43
5        -0.21        18.14
6        1.50        22.95
7        3.65        26.42
8        4.66        29.06
9        5.76        31.14
10        6.80        32.79
11        7.65        34.17
12        7.87        35.29
13        8.45        36.27
14        8.84        37.13
15        9.24        37.87
16        9.41        38.52
17        9.68        39.10
18        9.69        39.63
19        9.79        40.12
20        0.00        40.51
