        CG/HBCS        CG/ScaleStar
1        33.09        0.03
2        34.58        0.17
3        31.05        -0.13
4        10.89        0.07
5        4.31        4.66
6        1.59        11.09
7        2.07        16.15
8        4.66        19.97
9        6.12        22.74
10        8.13        25.25
11        8.89        27.16
12        8.88        28.87
13        9.71        30.24
14        10.31        31.56
15        10.87        32.68
16        11.83        33.55
17        12.43        34.46
18        12.37        35.19
19        13.24        35.89
20        0.00        36.50
