        CG/HBCS        CG/ScaleStar
1        33.17        -0.06
2        36.57        -0.65
3        31.83        0.12
4        16.95        7.27
5        0.61        14.85
6        1.29        20.02
7        2.82        23.57
8        4.67        26.58
9        6.19        28.94
10        7.20        30.81
11        7.64        32.28
12        8.09        33.54
13        8.96        34.70
14        9.47        35.66
15        9.96        36.51
16        10.15        37.20
17        10.20        37.85
18        10.65        38.42
19        10.75        38.97
20        0.00        39.41
