        CG/HBCS        CG/ScaleStar
1        33.67        0.10
2        38.39        -0.09
3        32.03        -1.20
4        10.27        9.66
5        0.11        16.72
6        1.00        21.64
7        3.50        25.27
8        5.03        28.04
9        5.95        30.08
10        6.64        31.82
11        7.40        33.30
12        8.33        34.51
13        8.79        35.61
14        9.09        36.50
15        9.29        37.26
16        9.46        37.94
17        9.86        38.53
18        10.15        39.10
19        10.45        39.60
20        0.00        40.04
