        CG/HBCS        CG/ScaleStar
1        11.16        1.10
2        21.15        0.00
3        20.75        0.34
4        8.80        0.27
5        11.88        -0.20
6        3.85        -0.19
7        -0.14        0.09
8        2.16        -0.14
9        7.53        -0.31
10        3.05        2.92
11        2.01        6.20
12        4.63        8.78
13        6.64        12.14
14        9.25        14.59
15        11.02        16.26
16        11.34        17.85
17        13.88        20.21
18        15.24        21.47
19        15.95        22.81
20        0.00        24.29
