        CG/HBCS        CG/ScaleStar
1        38.38        0.14
2        41.69        0.04
3        28.60        7.05
4        14.54        16.55
5        0.37        22.44
6        1.52        26.50
7        3.47        29.44
8        4.65        31.75
9        5.55        33.53
10        6.21        35.03
11        6.64        36.22
12        7.20        37.19
13        7.72        38.05
14        8.02        38.79
15        8.24        39.42
16        8.51        40.00
17        8.48        40.51
18        8.74        40.97
19        8.93        41.37
20        0.00        41.72
