        CG/HBCS        CG/ScaleStar
1        32.91        0.11
2        40.88        0.02
3        32.27        1.49
4        5.81        11.21
5        0.09        18.05
6        1.30        22.89
7        3.37        26.42
8        4.97        29.15
9        5.57        31.22
10        6.90        32.87
11        7.35        34.22
12        7.85        35.36
13        8.27        36.34
14        8.82        37.21
15        9.13        37.96
16        9.28        38.59
17        9.58        39.17
18        9.86        39.69
19        9.96        40.18
20        0.00        40.59
