        CG/HBCS        CG/ScaleStar
1        33.47        0.02
2        39.77        0.08
3        30.89        1.45
4        6.83        11.40
5        1.13        18.18
6        1.79        23.00
7        3.69        26.41
8        4.44        29.05
9        5.72        31.12
10        6.89        32.81
11        7.65        34.21
12        8.13        35.31
13        8.47        36.27
14        8.60        37.14
15        9.03        37.89
16        9.34        38.54
17        9.63        39.13
18        9.82        39.65
19        9.84        40.13
20        10.11        40.53
