        CG/HBCS        CG/ScaleStar
1        20.00        0.99
2        24.77        0.04
3        23.82        0.20
4        28.22        -0.02
5        16.55        0.26
6        -0.37        0.27
7        1.69        5.77
8        4.95        10.64
9        5.52        14.59
10        7.51        17.53
11        8.00        20.32
12        8.85        22.35
13        9.95        24.29
14        10.91        25.89
15        12.04        27.19
16        12.65        28.62
17        13.46        29.64
18        14.48        30.77
19        14.46        31.66
20        0.00        32.49
