        CG/HBCS        CG/ScaleStar
1        40.74        0.16
2        40.37        0.03
3        30.48        9.93
4        1.38        18.98
5        0.14        24.62
6        2.05        28.37
7        3.69        31.11
8        4.37        33.13
9        5.48        34.78
10        5.80        36.06
11        6.41        37.16
12        6.98        38.09
13        7.39        38.93
14        7.62        39.57
15        7.92        40.15
16        7.98        40.68
17        8.12        41.13
18        8.29        41.53
19        8.36        41.91
20        0.00        42.24
