        CG/HBCS        CG/ScaleStar
1        20.37        0.90
2        21.36        0.05
3        27.44        0.61
4        25.65        -0.02
5        17.29        0.05
6        0.05        -0.01
7        1.54        5.79
8        4.36        10.69
9        6.17        14.57
10        8.35        17.69
11        8.21        20.26
12        8.74        22.37
13        9.99        24.20
14        10.78        25.85
15        11.95        27.19
16        12.83        28.56
17        13.57        29.61
18        14.10        30.66
19        14.67        31.53
20        15.04        32.37
