        CG/HBCS        CG/ScaleStar
1        33.44        0.01
2        36.52        -0.29
3        31.37        -0.60
4        18.68        7.31
5        0.79        14.95
6        1.13        20.19
7        2.78        23.73
8        5.02        26.64
9        6.33        29.02
10        7.44        30.90
11        7.75        32.39
12        8.11        33.65
13        9.02        34.73
14        9.42        35.73
15        9.94        36.58
16        10.41        37.28
17        10.25        37.93
18        10.39        38.49
19        10.85        39.04
20        0.00        39.49
