        CG/HBCS        CG/ScaleStar
1        21.15        0.93
2        24.10        0.23
3        28.35        0.42
4        28.47        0.00
5        16.02        0.24
6        0.36        -0.42
7        1.59        5.65
8        3.18        9.83
9        6.82        14.39
10        7.54        17.15
11        8.71        20.21
12        8.55        22.28
13        9.71        24.01
14        10.63        25.80
15        11.82        27.08
16        12.94        28.51
17        13.26        29.54
18        14.11        30.67
19        14.61        31.52
20        0.00        32.38
