        CG/HBCS        CG/ScaleStar
1        14.80        0.12
2        24.69        0.31
3        18.91        0.78
4        7.01        0.56
5        11.55        -0.55
6        12.94        0.20
7        4.61        0.45
8        0.03        1.14
9        2.07        5.07
10        4.55        9.04
11        7.70        12.42
12        9.19        15.02
13        10.74        17.37
14        11.96        19.50
15        12.76        21.19
16        14.26        22.81
17        15.95        24.33
18        16.17        25.54
19        15.62        26.66
20        0.00        27.76
