        CG/HBCS        CG/ScaleStar
1        8.78        0.31
2        26.63        0.25
3        18.94        1.02
4        4.98        0.95
5        0.54        0.54
6        7.91        0.60
7        2.86        0.21
8        0.44        -0.05
9        3.34        0.63
10        2.20        3.26
11        2.23        6.56
12        5.90        10.07
13        8.87        12.91
14        10.61        14.93
15        10.67        16.85
16        12.21        18.57
17        14.11        20.33
18        14.81        21.76
19        16.38        23.20
20        0.00        24.54
