        CG/HBCS        CG/ScaleStar
1        30.36        -1.61
2        34.32        0.41
3        32.78        -0.13
4        21.42        -0.03
5        0.73        1.61
6        0.44        8.05
7        0.86        13.49
8        2.64        16.96
9        5.94        20.63
10        7.00        22.87
11        8.99        25.27
12        9.48        26.86
13        10.45        28.63
14        10.59        29.84
15        11.17        31.15
16        11.62        32.12
17        12.38        33.12
18        12.55        33.94
19        12.79        34.67
20        0.00        35.37
