        CG/HBCS        CG/ScaleStar
1        21.95        0.70
2        24.57        0.06
3        29.10        0.03
4        27.57        0.04
5        13.96        0.07
6        0.61        -0.29
7        1.55        5.81
8        4.08        10.26
9        6.82        14.52
10        7.44        17.47
11        8.45        20.35
12        8.90        22.30
13        9.99        24.33
14        10.94        25.86
15        11.91        27.21
16        13.30        28.60
17        13.41        29.67
18        13.95        30.74
19        14.23        31.60
20        14.48        32.40
