        CG/HBCS        CG/ScaleStar
1        13.14        0.89
2        20.97        -0.09
3        20.14        -0.03
4        14.07        -0.87
5        6.52        0.41
6        11.41        0.06
7        1.46        0.02
8        1.17        -0.15
9        1.39        0.30
10        1.39        3.11
11        2.46        6.43
12        6.02        9.85
13        9.06        12.77
14        10.69        14.78
15        12.45        16.79
16        11.95        18.36
17        13.38        20.35
18        14.81        21.67
19        15.93        22.95
20        0.00        24.29
