        CG/HBCS        CG/ScaleStar
1        33.18        0.10
2        35.13        -0.94
3        32.24        -1.14
4        16.00        7.07
5        0.26        14.84
6        0.93        20.08
7        2.68        23.65
8        4.66        26.54
9        6.10        28.87
10        6.75        30.85
11        7.56        32.37
12        8.17        33.62
13        8.86        34.77
14        9.37        35.71
15        9.79        36.56
16        9.96        37.27
17        10.32        37.94
18        10.22        38.50
19        10.54        39.06
20        0.00        39.53
