        CG/HBCS        CG/ScaleStar
1        34.41        0.20
2        39.76        0.00
3        31.28        1.26
4        6.56        11.46
5        -0.38        18.01
6        1.40        22.75
7        3.66        26.28
8        4.66        28.96
9        5.84        31.04
10        6.81        32.69
11        7.75        34.05
12        8.17        35.17
13        8.65        36.18
14        8.64        37.03
15        9.01        37.78
16        9.47        38.42
17        9.73        39.01
18        9.77        39.54
19        9.77        40.02
20        0.00        40.44
