        CG/HBCS        CG/ScaleStar
1        34.24        0.16
2        40.94        0.01
3        30.83        3.36
4        9.24        13.63
5        -0.00        20.04
6        1.74        24.36
7        3.42        27.51
8        4.76        30.03
9        5.86        31.93
10        6.46        33.57
11        7.29        34.86
12        7.57        36.00
13        8.13        36.95
14        8.53        37.76
15        8.84        38.47
16        9.07        39.07
17        9.29        39.63
18        9.39        40.13
19        9.56        40.59
20        0.00        40.97
