        CG/HBCS        CG/ScaleStar
1        33.00        0.14
2        34.78        0.25
3        25.11        0.11
4        19.78        2.28
5        6.87        9.56
6        1.24        16.06
7        3.20        20.46
8        4.06        23.47
9        5.86        26.23
10        6.89        28.35
11        8.15        29.96
12        9.14        31.47
13        9.80        32.78
14        9.78        33.79
15        10.10        34.71
16        10.61        35.59
17        11.02        36.31
18        11.28        36.96
19        11.37        37.56
20        0.00        38.10
