        CG/HBCS        CG/ScaleStar
1        37.22        0.12
2        40.25        0.06
3        25.49        4.98
4        14.92        15.01
5        0.49        21.20
6        1.96        25.42
7        3.55        28.55
8        4.78        30.91
9        5.84        32.73
10        6.46        34.23
11        7.06        35.51
12        7.67        36.55
13        7.99        37.44
14        8.36        38.20
15        8.58        38.88
16        8.88        39.46
17        8.97        39.98
18        9.29        40.43
19        9.39        40.88
20        0.00        41.24
