        CG/HBCS        CG/ScaleStar
1        37.39        -0.02
2        41.46        0.04
3        26.44        5.29
4        12.51        15.14
5        0.30        21.35
6        2.03        25.58
7        3.34        28.67
8        4.97        31.02
9        5.97        32.89
10        6.46        34.38
11        7.14        35.61
12        7.69        36.67
13        8.10        37.53
14        8.18        38.29
15        8.42        38.97
16        8.65        39.56
17        8.95        40.07
18        9.18        40.53
19        9.23        40.97
20        0.00        41.32
