        CG/HBCS        CG/ScaleStar
1        33.35        0.08
2        39.09        -0.04
3        30.50        -1.60
4        7.66        9.35
5        0.51        16.77
6        1.07        21.71
7        3.75        25.32
8        5.18        28.10
9        6.13        30.15
10        6.65        31.86
11        7.26        33.34
12        8.36        34.59
13        8.81        35.63
14        9.18        36.52
15        9.15        37.28
16        9.76        37.97
17        9.99        38.55
18        10.04        39.13
19        10.36        39.64
20        0.00        40.07
