        CG/HBCS        CG/ScaleStar
1        31.84        0.05
2        33.60        0.31
3        32.14        0.07
4        13.17        0.14
5        6.64        4.62
6        1.20        11.14
7        1.93        16.17
8        4.58        19.92
9        5.95        22.51
10        8.00        25.24
11        8.11        27.04
12        9.30        28.91
13        9.67        30.24
14        10.65        31.49
15        11.33        32.67
16        11.69        33.54
17        12.39        34.44
18        12.63        35.17
19        12.78        35.88
20        13.22        36.52
