        CG/HBCS        CG/ScaleStar
1        32.14        -0.11
2        35.27        0.10
3        25.99        0.15
4        11.92        -0.87
5        5.28        7.69
6        0.40        14.01
7        2.36        18.14
8        5.00        21.96
9        5.92        24.85
10        6.97        26.87
11        7.71        28.81
12        8.73        30.30
13        9.86        31.68
14        10.54        32.89
15        10.85        33.80
16        11.42        34.73
17        11.85        35.56
18        11.65        36.21
19        11.89        36.90
20        0.00        37.48
