        CG/HBCS        CG/ScaleStar
1        33.82        0.15
2        37.06        -0.30
3        32.90        -1.72
4        11.78        9.18
5        0.90        16.66
6        1.05        21.67
7        3.14        25.27
8        4.63        27.98
9        5.87        30.08
10        6.62        31.84
11        7.38        33.29
12        8.14        34.53
13        8.85        35.56
14        8.88        36.51
15        9.20        37.23
16        9.46        37.93
17        9.73        38.52
18        10.02        39.08
19        10.34        39.60
20        0.00        40.03
