        CG/HBCS        CG/ScaleStar
1        37.21        0.16
2        41.03        0.08
3        25.65        5.23
4        14.83        15.12
5        0.25        21.29
6        2.33        25.55
7        3.12        28.64
8        4.62        31.00
9        5.76        32.85
10        6.75        34.37
11        7.26        35.61
12        7.60        36.66
13        7.93        37.53
14        8.23        38.31
15        8.46        38.97
16        8.81        39.55
17        8.99        40.07
18        9.06        40.53
19        9.35        40.97
20        9.28        41.32
