        CG/HBCS        CG/ScaleStar
1        35.68        0.07
2        40.15        0.08
3        28.37        3.35
4        13.18        13.59
5        2.12        20.06
6        2.31        24.39
7        3.58        27.54
8        4.54        30.01
9        5.90        31.97
10        6.61        33.52
11        7.18        34.85
12        7.53        35.98
13        7.97        36.92
14        8.61        37.73
15        8.80        38.42
16        9.08        39.05
17        9.46        39.60
18        9.46        40.11
19        9.59        40.55
20        0.00        40.93
