        CG/HBCS        CG/ScaleStar
1        23.47        2.08
2        30.23        0.12
3        34.60        0.82
4        27.94        0.15
5        2.52        0.50
6        0.40        4.23
7        2.29        10.02
8        3.83        14.35
9        3.86        17.70
10        6.30        20.66
11        8.12        22.90
12        9.40        24.97
13        10.53        26.61
14        11.81        28.14
15        12.27        29.32
16        12.79        30.49
17        13.07        31.48
18        13.47        32.43
19        13.86        33.23
20        0.00        34.03
