        CG/HBCS        CG/ScaleStar
1        31.51        -0.91
2        34.22        0.15
3        29.04        -0.03
4        4.25        -0.60
5        3.09        4.42
6        0.68        10.55
7        1.59        15.52
8        4.34        19.69
9        5.57        22.44
10        7.92        25.03
11        8.41        26.88
12        9.35        28.69
13        9.55        30.09
14        10.33        31.32
15        11.31        32.49
16        11.41        33.34
17        11.93        34.31
18        12.64        35.07
19        12.65        35.76
20        0.00        36.40
