        CG/HBCS        CG/ScaleStar
1        32.32        0.13
2        35.10        0.47
3        29.17        -0.05
4        13.35        0.19
5        2.34        4.37
6        5.33        10.65
7        2.05        15.90
8        4.29        19.84
9        5.91        22.52
10        8.17        25.07
11        8.16        26.92
12        8.92        28.73
13        9.75        30.10
14        10.78        31.41
15        11.48        32.54
16        11.82        33.41
17        12.34        34.32
18        12.66        35.06
19        13.04        35.80
20        0.00        36.43
