        CG/HBCS        CG/ScaleStar
1        40.50        0.18
2        41.02        0.09
3        31.53        8.79
4        9.33        17.70
5        0.03        23.42
6        1.71        27.36
7        3.66        30.30
8        4.57        32.48
9        5.28        34.19
10        6.45        35.60
11        6.64        36.69
12        7.18        37.65
13        7.61        38.46
14        7.88        39.15
15        8.02        39.76
16        8.14        40.30
17        8.49        40.79
18        8.50        41.22
19        8.60        41.61
20        8.68        41.94
